"SPECIES_CODE","AREA_ID","BIOMASS_MT_a","BIOMASS_MT_b","BIOMASS_PERC_DIFF","CV_a","CV_b","CV_DIFF"
21331,99902,5.89329285132713,5.89329285132713,0,1,1,0
21334,71,5.36556799016127,5.36556799016127,0,0.875660746483911,0.875660746483911,0
21334,99902,5.36556799016127,5.36556799016127,0,0.875660746483911,0.875660746483911,0
21342,71,0.37393366466537,0.37393366466537,0,1,1,0
21342,99902,0.37393366466537,0.37393366466537,0,1,1,0
21348,70,20.6735518591866,18.0893579093923,-12.5,0.457976573995511,0.457976573995511,0
21348,71,9.20596800949388,9.20596800949388,0,1,1,0
21348,81,15.6753397919028,15.6753397919028,0,0.466863219206501,0.466863219206501,0
21348,99902,45.5548596605833,42.970665710789,-5.67,0.331424534418126,0.334772339550543,0.003348
21355,70,2.56997241320843,2.24872586561045,-12.5,0.704582113006064,0.704582113006064,0
21355,71,11.7882074693409,11.7882074693409,0,0.557111898318955,0.557111898318955,0
21355,81,0.827911516265988,0.827911516265988,0,1,1,0
21355,99902,15.1860913988154,14.8648448512174,-2.12,0.451895995326177,0.457879838460393,0.005984
21368,70,612.079441339058,535.569512136981,-12.5,0.420553940782058,0.420553940782058,0
21368,71,4098.50909193908,4098.50909193908,0,0.319768015319879,0.319768015319879,0
21368,81,28.3669080196623,28.3669080196623,0,0.705951738071546,0.705951738071546,0
21368,99902,4738.9554412978,4662.44551209572,-1.61,0.281868550441956,0.285244438666503,0.003376
21370,70,411.676462831618,360.216905626917,-12.5,0.352925243934848,0.352925243934848,0
21370,71,752.116936321004,752.116936321004,0,0.333654793671935,0.333654793671935,0
21370,81,171.931455392524,171.931455392524,0,0.289785500049589,0.289785500049589,0
21370,99902,1335.72485454515,1284.26529734044,-3.85,0.220271231262766,0.222454218017709,0.002183
21371,70,11565.9998178094,10120.2498588238,-12.5,0.130985678193964,0.130985678193964,0
21371,71,8959.00777076998,8959.00777076998,0,0.238939590524193,0.238939590524193,0
21371,81,71.8482327107647,71.8482327107647,0,0.513090363406241,0.513090363406241,0
21371,99902,20596.8558212901,19151.1058623046,-7.02,0.127338684440969,0.131487950131147,0.004149
21376,71,41.6611497902041,41.6611497902041,0,0.701331721056831,0.701331721056831,0
21376,99902,41.6611497902041,41.6611497902041,0,0.701331721056831,0.701331721056831,0
21377,71,111.241121027341,111.241121027341,0,0.916463656142972,0.916463656142972,0
21377,99902,111.241121027341,111.241121027341,0,0.916463656142972,0.916463656142972,0
21379,71,6.17040867428792,6.17040867428792,0,1,1,0
21379,99902,6.17040867428792,6.17040867428792,0,1,1,0
21387,70,1.34307593440178,1.17519144471971,-12.5,1,1,0
21387,99902,1.34307593440178,1.17519144471971,-12.5,1,1,0
21388,70,15.0713257914868,13.1874100913198,-12.5,0.773023618025714,0.773023618025714,0
21388,71,321.860877823033,321.860877823033,0,0.513798253260419,0.513798253260419,0
21388,81,0.782915185050515,0.782915185050515,0,1,1,0
21388,99902,337.715118799571,335.831203099404,-0.56,0.490896850991055,0.493364858823916,0.002468
21405,71,2.09627781149971,2.09627781149971,0,0.496157464603958,0.496157464603958,0
21405,99902,2.09627781149971,2.09627781149971,0,0.496157464603958,0.496157464603958,0
21441,70,0.0684068958266018,0.0598560339561604,-12.5,1,1,0
21441,71,1.38115192948241,1.38115192948241,0,0.851425702729993,0.851425702729993,0
21441,81,0.835549764125227,0.835549764125227,0,0.600361650591861,0.600361650591861,0
21441,99902,2.28510858943424,2.27655772756379,-0.37,0.560279788788193,0.562196051430356,0.001916
21720,70,55343.564120883,48425.6186930544,-12.5,0.18371835865151,0.18371835865151,0
21720,71,11129.22866708,11129.22866708,0,0.231683979086332,0.231683979086332,0
21720,81,9665.66207760423,9665.66207760423,0,0.38814954500339,0.38814954500339,0
21720,99902,76138.4548655673,69220.5094377387,-9.09,0.146315329901228,0.144375336645149,-0.00194
21725,70,55.2631142832888,48.3552250850326,-12.5,0.284113413007051,0.284113413007051,0
21725,71,70.0696422455797,70.0696422455797,0,0.372802264242573,0.372802264242573,0
21725,81,42.6645581780372,42.6645581780372,0,0.280373021875813,0.280373021875813,0
21725,99902,167.997314706906,161.08942550865,-4.11,0.194890248999605,0.197694311305156,0.002804
21735,70,11030.8300121161,9651.97627799818,-12.5,0.404851761467461,0.404851761467461,0
21735,71,45211.4998469357,45211.4998469357,0,0.275888356185751,0.275888356185751,0
21735,99902,56242.3298590517,54863.4761249338,-2.45,0.235564326645165,0.238247550051663,0.002683
21740,70,240031.853488461,210027.872180956,-12.5,0.221911107649648,0.221911107649648,0
21740,71,91854.6057967992,91854.6057967992,0,0.365530228114601,0.365530228114601,0
21740,81,245257.630599353,245257.630599353,0,0.54241374677963,0.54241374677963,0
21740,99902,577144.089884614,547140.108577108,-5.2,0.255013633723629,0.264836980101111,0.009823
21753,71,0.0753953480118661,0.0753953480118661,0,1,1,0
21753,99902,0.0753953480118661,0.0753953480118661,0,1,1,0
21932,70,19.0598184314934,16.6773411576158,-12.5,0.566767189952004,0.566767189952004,0
21932,71,50.1002374513334,50.1002374513334,0,0.469704871305498,0.469704871305498,0
21932,99902,69.1600558828268,66.7775786089492,-3.44,0.374397007715215,0.37976354063037,0.005367
21935,70,15.8041027887043,13.8285899650408,-12.5,1,1,0
21935,99902,15.8041027887043,13.8285899650408,-12.5,1,1,0
22178,71,0.750844823482274,0.750844823482274,0,1,1,0
22178,99902,0.750844823482274,0.750844823482274,0,1,1,0
22182,71,1.49629148814852,1.49629148814852,0,1,1,0
22182,99902,1.49629148814852,1.49629148814852,0,1,1,0
22201,70,1709.73937868106,1496.02195904234,-12.5,0.262960368845227,0.262960368845227,0
22201,71,253.268598261921,253.268598261921,0,0.429940569816276,0.429940569816276,0
22201,81,2137.674678955,2137.674678955,0,0.168811522386207,0.168811522386207,0
22201,99902,4100.68265589798,3886.96523625926,-5.21,0.143073249138811,0.140168367389369,-0.002905
22219,70,15.6131855224511,13.6615373567681,-12.5,1,1,0
22219,71,0.840210668503874,0.840210668503874,0,0.856020792495433,0.856020792495433,0
22219,81,1379.39134783839,1379.39134783839,0,0.428930470829437,0.428930470829437,0
22219,99902,1395.84474402934,1393.89309586366,-0.14,0.424022363085499,0.424581426631555,0.000559
23041,70,982.903871931332,860.040889490043,-12.5,0.274333441402034,0.274333441402034,0
23041,71,130.391947489974,130.391947489974,0,0.359423018911201,0.359423018911201,0
23041,81,488.140426696862,488.140426696862,0,0.405723086964086,0.405723086964086,0
23041,99902,1601.43624611817,1478.57326367688,-7.67,0.210953095974806,0.210735362669984,-0.000218
23055,70,547.742340523479,479.274548821883,-12.5,0.387836335302552,0.387836335302552,0
23055,71,771.254561374318,771.254561374318,0,0.239407803089679,0.239407803089679,0
23055,99902,1318.9969018978,1250.5291101962,-5.19,0.213392361282691,0.209512759385359,-0.00388
23235,71,119.532603253247,119.532603253247,0,1,1,0
23235,99902,119.532603253247,119.532603253247,0,1,1,0
23800,71,0.589329285132714,0.589329285132714,0,1,1,0
23800,99902,0.589329285132714,0.589329285132714,0,1,1,0
23803,71,2.70464402920688,2.70464402920688,0,1,1,0
23803,99902,2.70464402920688,2.70464402920688,0,1,1,0
23804,71,32.5102076350332,32.5102076350332,0,0.468170506569784,0.468170506569784,0
23804,99902,32.5102076350332,32.5102076350332,0,0.468170506569784,0.468170506569784,0
23805,70,2.872312870746,2.51327376643265,-12.5,0.784203852180543,0.784203852180543,0
23805,99902,2.872312870746,2.51327376643265,-12.5,0.784203852180543,0.784203852180543,0
23807,70,0.684068958266018,0.598560339561604,-12.5,1,1,0
23807,99902,0.684068958266018,0.598560339561604,-12.5,1,1,0
23808,71,303.429628855433,303.429628855433,0,0.2677000555304,0.2677000555304,0
23808,99902,303.429628855433,303.429628855433,0,0.2677000555304,0.2677000555304,0
23809,70,88.1240876048054,77.1085767931844,-12.5,0.879805882027363,0.879805882027363,0
23809,71,577.243656556854,577.243656556854,0,0.588366746250509,0.588366746250509,0
23809,99902,665.367744161659,654.352233350038,-1.66,0.523572461950723,0.529287122096463,0.005715
23843,71,5.30396356619442,5.30396356619442,0,1,1,0
23843,99902,5.30396356619442,5.30396356619442,0,1,1,0
24180,71,41.4538334339572,41.4538334339572,0,1,1,0
24180,99902,41.4538334339572,41.4538334339572,0,1,1,0
24183,71,2.81024286605603,2.81024286605603,0,1,1,0
24183,99902,2.81024286605603,2.81024286605603,0,1,1,0
24184,70,28.6963113436067,25.1092724709125,-12.5,0.739190661523024,0.739190661523024,0
24184,81,358.431320402898,358.431320402898,0,0.427794975221563,0.427794975221563,0
24184,99902,387.127631746505,383.540592873811,-0.93,0.399856186648695,0.40270670567791,0.002851
24185,71,87.16915289646,87.16915289646,0,0.456932834830189,0.456932834830189,0
24185,81,309.503875216654,309.503875216654,0,0.583941117887842,0.583941117887842,0
24185,99902,396.673028113114,396.673028113114,0,0.466553020046509,0.466553020046509,0
24186,71,694.683297331327,694.683297331327,0,0.489306043640285,0.489306043640285,0
24186,99902,694.683297331327,694.683297331327,0,0.489306043640285,0.489306043640285,0
24189,70,96.2831393882082,84.2477471165294,-12.5,1,1,0
24189,71,154.169454691968,154.169454691968,0,0.703903718638441,0.703903718638441,0
24189,99902,250.452594080176,238.417201808497,-4.81,0.579256509953608,0.57623371224338,-0.003023
40010,70,9.25189846427266,8.09541117082966,-12.5,1,1,0
40010,71,4.67184686322943,4.67184686322943,0,1,1,0
40010,99902,13.9237453275021,12.7672580340591,-8.31,0.744379047780399,0.732087915966196,-0.012291
40011,70,10.1266300410496,8.86080130188899,-12.5,0.932971658577358,0.932971658577358,0
40011,71,158.840922464298,158.840922464298,0,0.675820695645103,0.675820695645103,0
40011,99902,168.967552505348,167.701723766187,-0.75,0.637772988330257,0.642007882479003,0.004235
40500,70,20847.413689325,18241.4870110377,-12.5,0.180254582920322,0.180254582920322,0
40500,71,27333.9374038079,27333.9374038079,0,0.349064924510023,0.349064924510023,0
40500,81,21030.6630662678,21030.6630662678,0,0.173325364520019,0.173325364520019,0
40500,99902,69212.0141594007,66606.0874811134,-3.77,0.157245170686993,0.16109823442087,0.003853
41099,70,1835.46165179242,1606.02894821306,-12.5,0.306194252505398,0.306194252505398,0
41099,71,3004.18599216944,3004.18599216944,0,0.537926214313639,0.537926214313639,0
41099,81,204.955071220452,204.955071220452,0,0.45751011999346,0.45751011999346,0
41099,99902,5044.60271518231,4815.17001160295,-4.55,0.339676750483599,0.351346970308864,0.01167
43000,70,1542.62973610516,1349.80102152488,-12.5,0.44062175426147,0.440621754261469,0
43000,71,14883.1371858866,14883.1371858866,0,0.455075337067026,0.455075337067026,0
43000,81,831.71192921598,831.71192921598,0,0.400607431764381,0.400607431764381,0
43000,99902,17257.4788512077,17064.6501366274,-1.12,0.394908217117784,0.398904816649706,0.003997
45000,71,1.84718602629072,1.84718602629072,0,1,1,0
45000,99902,1.84718602629072,1.84718602629072,0,1,1,0
50000,70,57.7352698747363,50.518361231448,-12.5,0.575445815410338,0.575445815410338,0
50000,71,160.831374240065,160.831374240065,0,0.432750445244864,0.432750445244864,0
50000,81,68.9655932872438,68.9655932872438,0,0.44581679796729,0.44581679796729,0
50000,99902,287.532237402046,280.315328758757,-2.51,0.288752499792208,0.290575545416263,0.001823
50001,71,0.111042141591488,0.111042141591488,0,1,1,0
50001,99902,0.111042141591488,0.111042141591488,0,1,1,0
60100,70,0.431130093926069,0.377238832865242,-12.5,0.787628087089771,0.787628087089771,0
60100,71,3.06728881723823,3.06728881723823,0,0.890089736748733,0.890089736748733,0
60100,81,0.0613395039805937,0.0613395039805937,0,1,1,0
60100,99902,3.55975841514489,3.50586715408406,-1.51,0.773053126810256,0.783534439920292,0.010481
62000,70,2.77751475226564,2.43032541261283,-12.5,1,1,0
62000,71,59.197774576752,59.197774576752,0,0.972096071759884,0.972096071759884,0
62000,99902,61.9752893290177,61.6280999893649,-0.56,0.929611069088813,0.934593488868492,0.004982
65000,70,12.4760920755857,10.9165805858134,-12.5,0.701485361036105,0.701485361036105,0
65000,71,842.182790168333,842.182790168333,0,0.657801441438424,0.657801441438424,0
65000,99902,854.658882243919,853.099370754147,-0.18,0.648279904403335,0.649446004813542,0.001166
66000,70,1.59490267210212,1.39553984060466,-12.5,1,1,0
66000,71,39.935060868067,39.935060868067,0,0.498638180099648,0.498638180099648,0
66000,81,6.64705487215841,6.64705487215841,0,0.502833849933939,0.502833849933939,0
66000,99902,48.1770184123275,47.97765558083,-0.41,0.420420207108419,0.42186032707013,0.00144
66020,70,14.9324054473633,13.0658547899927,-12.5,0.487059979840682,0.487059979840682,0
66020,71,449.804362150856,449.804362150856,0,0.817062056933925,0.817062056933925,0
66020,81,7.30336758062328,7.30336758062328,0,0.549371885443466,0.549371885443466,0
66020,99902,472.040135178842,470.173584521472,-0.4,0.778772615673325,0.781828414478037,0.003056
66170,81,0.153675570194419,0.153675570194419,0,1,1,0
66170,99902,0.153675570194419,0.153675570194419,0,1,1,0
66200,70,4.70076577040624,4.11317005651899,-12.5,1,1,0
66200,71,26.6629120842058,26.6629120842058,0,0.779413593149251,0.779413593149251,0
66200,99902,31.363677854612,30.7760821407248,-1.87,0.679335542979341,0.688345442168341,0.00901
66502,70,25.0947787955638,21.9579314856951,-12.5,0.34102344834371,0.34102344834371,0
66502,71,138.708054357857,138.708054357857,0,0.487636460205357,0.487636460205357,0
66502,81,9.07663224686766,9.07663224686766,0,0.57313583344501,0.57313583344501,0
66502,99902,172.879465400289,169.74261809042,-1.81,0.395515571264392,0.402084561043776,0.006569
66570,70,569.320044474441,498.155039813005,-12.5,0.23731204122799,0.23731204122799,0
66570,71,2565.89428085341,2565.89428085341,0,0.316459931701118,0.316459931701118,0
66570,81,263.888129107002,263.888129107002,0,0.380963790491381,0.380963790491381,0
66570,99902,3399.10245443485,3327.93744977341,-2.09,0.243970912285001,0.248411708172901,0.004441
66600,70,163.687379505217,143.226457325215,-12.5,1,1,0
66600,71,84.6148462139625,84.6148462139625,0,0.452805980964464,0.452805980964464,0
66600,99902,248.30222571918,227.841303539177,-8.24,0.677044501729127,0.650727350161705,-0.026317
68000,71,9.8945285240703,9.8945285240703,0,1,1,0
68000,99902,9.8945285240703,9.8945285240703,0,1,1,0
68560,70,19.8472528309758,17.3663462584047,-12.5,0.578130315005,0.578130315005,0
68560,71,48.2765651462778,48.2765651462778,0,0.549291999434264,0.549291999434264,0
68560,81,17.9701105740319,17.9701105740319,0,1,1,0
68560,99902,86.0939285512855,83.6130219787145,-2.88,0.395222304330298,0.401489361546972,0.006267
68577,70,4570.03952037634,3998.78458753666,-12.5,0.255223437197237,0.255223437197237,0
68577,71,12525.0819522356,12525.0819522356,0,0.318659602687265,0.318659602687265,0
68577,81,459.304027241219,459.304027241219,0,0.231313085251115,0.231313085251115,0
68577,99902,17554.4254998532,16983.1705670135,-3.25,0.236950647742932,0.242653519808709,0.005703
68580,70,29370.8824987272,25699.5222327068,-12.5,0.279447826534995,0.279447826534995,0
68580,71,39783.6363727438,39783.6363727438,0,0.287423471934946,0.287423471934946,0
68580,81,54978.4964645389,54978.4964645389,0,0.180652864254262,0.180652864254262,0
68580,99902,124133.01533601,120461.65506999,-2.96,0.138777207820643,0.139150595394674,0.000373
68590,70,32.5620627951077,28.4918049970726,-12.5,0.993727931397674,0.993727931397674,0
68590,71,217.041857292575,217.041857292575,0,0.732819956881572,0.732819956881572,0
68590,81,18.2039383107836,18.2039383107836,0,0.948786784050011,0.948786784050011,0
68590,99902,267.807858398466,263.737600600431,-1.52,0.609493136242002,0.616042636038503,0.006549
68781,70,224.198541532298,196.173724194342,-12.5,0.471106169271246,0.471106169271246,0
68781,71,10292.8206800951,10292.8206800951,0,0.521797190050688,0.521797190050688,0
68781,99902,10517.0192216274,10488.9944042894,-0.27,0.51077242210262,0.512113916749077,0.001341
69061,70,1740.5819644623,1523.00922164957,-12.5,0.375724517314665,0.375724517314665,0
69061,71,1109.0134431105,1109.0134431105,0,0.256346961171736,0.256346961171736,0
69061,81,50.9600426035657,50.9600426035657,0,0.362519887399897,0.362519887399897,0
69061,99902,2900.55545017636,2682.98270736363,-7.5,0.245931807801024,0.238252827474992,-0.007679
69086,70,40990.4230773799,35866.620257353,-12.5,0.207370938890676,0.207370938890676,0
69086,71,43724.2705568173,43724.2705568173,0,0.226296445110813,0.226296445110813,0
69086,81,11705.6306560454,11705.6306560454,0,0.327452246342961,0.327452246342961,0
69086,99902,96420.3242902425,91296.5214702157,-5.31,0.141007143816193,0.141935542578272,0.000928
69090,70,7930.58770610952,6939.26425535308,-12.5,0.28219130005638,0.282191300056379,0
69090,71,3077.0970271506,3077.0970271506,0,0.494028195932697,0.494028195932697,0
69090,99902,11007.6847332601,10016.3612825037,-9.01,0.245775837259891,0.247495695858389,0.00172
69095,70,2297.66850532966,2010.45994578709,-12.5,0.762847248682171,0.762847248682171,0
69095,71,79.7583272023969,79.7583272023969,0,0.807136138231792,0.807136138231792,0
69095,81,502.627151602807,502.627151602807,0,0.27384380072294,0.27384380072294,0
69095,99902,2880.05398413487,2592.84542459229,-9.97,0.610871990194242,0.594398306884087,-0.016474
69120,70,11468.224529752,10034.6964816194,-12.5,0.302686490261215,0.302686490261215,0
69120,71,11812.2671825774,11812.2671825774,0,0.28452356536343,0.28452356536343,0
69120,99902,23280.4917123294,21846.9636641968,-6.16,0.207542301773517,0.207352150011183,-0.00019
69322,70,504.946188510343,441.827915742896,-12.5,0.417854563203784,0.417854563203784,0
69322,71,2347.9118425275,2347.9118425275,0,0.593236096982083,0.593236096982083,0
69322,99902,2852.85803103785,2789.7397582704,-2.21,0.493805264181593,0.50364846924941,0.009843
69323,70,1009.01331183813,882.886649449671,-12.5,0.863545437929655,0.863545437929655,0
69323,71,3394.8364803193,3394.8364803193,0,0.375390078683009,0.375390078683009,0
69323,81,86.0585139223941,86.0585139223941,0,0.642966068681142,0.642966068681142,0
69323,99902,4489.90830607982,4363.78164369136,-2.81,0.3440556647344,0.340546019729147,-0.00351
69400,70,386.092387437135,337.830839616396,-12.5,0.417775608033852,0.417775608033852,0
69400,81,42.8054353177706,42.8054353177706,0,0.837511304813924,0.837511304813924,0
69400,99902,428.897822754906,380.636274934167,-11.25,0.385257073363653,0.382568416458787,-0.002689
70100,71,3015.45376130402,3015.45376130402,0,0.9949633880819,0.9949633880819,0
70100,99902,3015.45376130402,3015.45376130402,0,0.9949633880819,0.9949633880819,0
71001,70,3670.46824859375,3211.65972330819,-12.5,0.343225170463164,0.343225170463164,0
71001,71,3940.34717997726,3940.34717997726,0,0.377691209985652,0.377691209985652,0
71001,81,372.958580377969,372.958580377969,0,0.373799111499964,0.373799111499964,0
71001,99902,7983.77400894898,7524.96548366342,-5.75,0.244850555854622,0.246812290470281,0.001962
71010,70,79.3207357022035,69.405643864524,-12.5,0.684558059859685,0.684558059859685,0
71010,71,255.807329781423,255.807329781423,0,0.562364840092932,0.562364840092932,0
71010,81,4.26214979536168,4.26214979536168,0,0.826556922346313,0.826556922346313,0
71010,99902,339.390215278988,329.475123441309,-2.92,0.45317788107322,0.459946662547875,0.006769
71511,70,1516.43617760614,1326.88165779693,-12.5,0.786913863082424,0.786913863082423,0
71511,71,120.788335042663,120.788335042663,0,0.69221415413465,0.69221415413465,0
71511,81,783.468545617131,783.468545617131,0,0.529573531315748,0.529573531315748,0
71511,99902,2420.69305826594,2231.13853845673,-7.83,0.523048854856776,0.504971924103767,-0.018077
71524,70,520.37192837859,455.32543815194,-12.5,0.881547567831331,0.881547567831331,0
71524,71,1.05261309965997,1.05261309965997,0,1,1,0
71524,81,297.960888022272,297.960888022272,0,0.380129684234476,0.380129684234476,0
71524,99902,819.385429500523,754.338939273873,-7.94,0.576663511702469,0.552890196533058,-0.023773
71575,70,38.1677775759112,33.3968054391163,-12.5,0.928040566952604,0.928040566952604,0
71575,71,4.96698523353016,4.96698523353016,0,1,1,0
71575,81,175.348821151241,175.348821151241,0,0.882311982567404,0.882311982567404,0
71575,99902,218.483583960682,213.712611823887,-2.18,0.726796527236916,0.738676417589635,0.01188
71590,70,17.7809791901676,15.5583568194388,-12.5,0.925268735641235,0.925268735641235,0
71590,71,39.4442736660489,39.4442736660489,0,0.617742239694063,0.617742239694063,0
